Train Time	Valid Time	Learning Rate	Train Loss	Valid Loss	Train Acc	Valid Acc	
3.171510	0.939553	0.050000	0.467599	0.557424	82.957746	79.310345	
3.309424	1.028823	0.050000	0.455229	0.592547	83.943662	79.310345	
3.405888	1.037271	0.050000	0.465882	0.578076	82.394366	78.325123	
3.398026	1.114375	0.050000	0.486146	0.552517	82.676056	79.802956	
3.353256	1.007905	0.050000	0.449119	0.558034	84.295775	80.295567	
3.273335	1.007448	0.050000	0.435293	0.559217	83.591549	81.773399	
3.458324	1.063767	0.050000	0.442667	0.585869	83.802817	80.295566	
3.354560	1.013892	0.050000	0.453084	0.598356	82.957746	78.325123	
3.208055	1.009118	0.050000	0.444958	0.570050	83.732394	80.295567	
3.371527	1.019284	0.050000	0.445669	0.572798	83.873239	80.788177	
3.307103	1.013823	0.050000	0.457017	0.536305	83.661972	81.773399	
3.313671	1.042072	0.050000	0.441910	0.591553	83.028169	80.295567	
3.170372	0.984236	0.050000	0.450348	0.543950	84.577465	79.802956	
3.436752	1.021338	0.050000	0.452999	0.566531	83.380282	80.788177	
3.307199	0.983984	0.050000	0.442722	0.568846	84.295775	82.266010	
3.216432	1.034800	0.050000	0.444057	0.574528	84.436620	80.295567	
3.423066	0.983530	0.050000	0.450565	0.595110	83.380282	77.339901	
3.174880	1.018792	0.050000	0.431029	0.571220	85.000000	81.773399	
3.325855	1.019783	0.050000	0.435164	0.522643	84.718310	82.266010	
3.288241	0.993997	0.050000	0.440110	0.526123	83.380282	81.280788	
3.261950	1.038401	0.050000	0.437186	0.584352	84.577465	79.802956	
3.192235	0.975895	0.050000	0.435174	0.626335	84.366197	79.310345	
3.189044	0.947062	0.050000	0.419630	0.592789	84.929577	79.310345	
3.192248	1.020890	0.050000	0.434767	0.541916	84.859155	79.310345	
3.208081	0.977841	0.050000	0.429902	0.585624	84.929577	80.295567	
3.252382	0.991199	0.005000	0.416474	0.573416	85.352113	80.295567	
3.147634	0.964048	0.005000	0.411145	0.573738	85.211268	80.788177	
3.150372	0.996941	0.005000	0.410021	0.561135	84.577465	80.295567	
3.132617	0.983281	0.005000	0.409452	0.558194	84.647887	80.788177	
3.133013	1.112633	0.005000	0.407899	0.551293	85.070423	81.280788	
3.230644	1.042287	0.005000	0.412728	0.550910	85.000000	81.280788	
3.153179	1.074356	0.005000	0.428548	0.550579	84.507042	81.773399	
3.253582	1.012675	0.005000	0.397014	0.556250	85.704225	80.295567	
3.328026	0.987056	0.005000	0.409654	0.556169	85.000000	80.295567	
3.213593	1.010454	0.005000	0.418543	0.553364	84.507042	80.295567	
3.129469	1.114615	0.005000	0.412939	0.554051	84.929577	79.802956	
3.373819	0.978800	0.005000	0.417687	0.567583	84.084507	80.788177	
3.325052	0.986110	0.005000	0.408578	0.570930	85.211268	80.295567	
3.131126	0.976290	0.005000	0.408971	0.572032	85.070423	80.295567	
3.162736	1.155153	0.005000	0.440895	0.570886	84.507042	79.802956	
3.204981	0.991332	0.005000	0.415561	0.565850	85.140845	80.788177	
3.226698	1.020724	0.005000	0.407357	0.558078	86.126761	80.788177	
3.227242	0.999431	0.005000	0.411896	0.558895	84.507042	80.295567	
3.235803	0.991843	0.005000	0.405022	0.551205	85.000000	79.802956	
3.369492	1.024122	0.005000	0.415394	0.551168	85.704225	79.802956	
3.222778	0.996476	0.005000	0.411451	0.549366	85.845070	80.788177	
3.253795	1.069958	0.005000	0.411419	0.555627	86.619718	80.788177	
3.420558	0.998902	0.005000	0.404690	0.554523	85.211268	80.788177	
3.247097	0.987899	0.005000	0.402070	0.553013	86.126761	79.802956	
3.225029	0.943994	0.005000	0.418063	0.549090	85.633803	80.788177	
3.136050	0.970023	0.005000	0.415689	0.553092	85.070423	80.788177	
3.260892	1.078770	0.005000	0.400810	0.554704	86.197183	80.788177	
3.115917	0.962332	0.005000	0.415738	0.556638	84.859155	79.802956	
3.367819	0.956356	0.005000	0.418132	0.561279	85.070423	79.802956	
3.245620	1.010864	0.005000	0.415413	0.560803	84.647887	79.802956	
3.435759	1.052480	0.005000	0.419696	0.558780	85.070423	78.817734	
3.246006	0.956029	0.005000	0.399567	0.554871	85.422535	79.802956	
3.117001	1.009242	0.005000	0.425006	0.555937	84.929577	79.802956	
3.132127	0.949645	0.005000	0.404766	0.547977	85.211268	80.788177	
3.224102	1.071459	0.005000	0.404923	0.547886	85.704225	80.788177	
3.165940	0.953104	0.005000	0.405774	0.553383	85.211268	80.788177	
3.166142	1.040561	0.005000	0.401928	0.554782	85.985915	79.802956	
3.375845	1.025877	0.005000	0.401091	0.550613	84.647887	80.295567	
3.330842	0.963958	0.005000	0.407567	0.547252	85.352113	81.280788	
3.295626	1.024095	0.005000	0.411163	0.544632	85.211268	80.788177	
3.193044	1.092878	0.005000	0.395403	0.545052	85.704225	79.802956	
3.319852	1.071241	0.005000	0.392309	0.540830	85.774648	80.788177	
3.161949	0.953665	0.005000	0.407339	0.540596	85.563380	79.802956	
3.145789	0.962939	0.005000	0.401576	0.538893	86.549296	80.295567	
3.199212	0.955354	0.005000	0.391368	0.542024	85.000000	80.295567	
3.273524	1.147434	0.005000	0.415704	0.540476	85.000000	80.788177	
3.266294	1.042732	0.005000	0.382079	0.551457	85.915493	81.280788	
3.453835	0.977698	0.005000	0.405336	0.537885	85.140845	80.788177	
3.228701	0.976124	0.005000	0.420194	0.536370	85.352113	81.773399	
3.134924	0.944779	0.005000	0.415269	0.533454	84.929577	81.773399	
3.094611	0.987740	0.005000	0.403397	0.530365	85.422535	83.743842	
3.186618	1.002215	0.005000	0.393685	0.532967	85.704225	81.773399	
3.223467	0.979627	0.005000	0.385186	0.542800	86.408451	81.773399	
3.331943	1.020054	0.005000	0.396793	0.546689	84.647887	80.788177	
3.259985	0.950304	0.005000	0.419207	0.547237	85.563380	80.788177	
3.190110	0.991154	0.005000	0.374840	0.540886	86.478873	82.266010	
3.363644	1.008598	0.005000	0.403675	0.530717	85.352113	81.773399	
3.329217	1.121772	0.005000	0.397406	0.533431	85.704225	81.280788	
3.224131	1.017027	0.005000	0.419715	0.524967	85.633803	82.758621	
