Train Time	Valid Time	Learning Rate	Train Loss	Valid Loss	Train Acc	Valid Acc	
3.240159	1.002186	0.500000	0.775621	2.685429	72.535211	48.275862	
3.358037	1.012601	0.500000	0.678648	1.533745	75.492958	50.738916	
3.333353	1.026983	0.500000	0.639834	1.512118	75.492958	53.694581	
3.332685	1.025896	0.500000	0.614117	1.061954	77.323944	66.502463	
3.413069	1.013775	0.500000	0.628497	1.315403	77.112676	59.113300	
3.369190	0.967984	0.500000	0.583885	1.329081	77.957746	63.054187	
3.467783	1.040172	0.500000	0.562020	1.292492	78.943662	69.950739	
3.316246	1.016296	0.500000	0.550277	1.272547	79.577465	57.142857	
3.380610	1.004367	0.500000	0.528143	0.986181	80.563380	66.995074	
3.359169	1.034442	0.050000	0.534358	0.612177	81.690141	78.325123	
3.408328	1.113325	0.050000	0.447197	0.585426	83.802817	79.310345	
3.505024	1.019533	0.050000	0.422534	0.628786	84.859155	76.354680	
3.333502	1.016279	0.050000	0.442910	0.618337	84.436620	76.847291	
3.453110	0.994259	0.050000	0.427334	0.595136	85.352113	76.847291	
3.412925	1.005042	0.050000	0.407286	0.606365	85.352113	75.369458	
3.405077	1.037553	0.050000	0.391964	0.623525	85.845070	77.339902	
3.392610	0.982826	0.050000	0.382402	0.612098	86.478873	77.339902	
3.234226	1.028239	0.050000	0.397129	0.592990	85.492958	78.325123	
3.538313	1.070943	0.050000	0.395897	0.548016	85.915493	78.325123	
3.498422	1.031880	0.050000	0.371175	0.534038	86.549296	80.295567	
3.304880	1.048412	0.050000	0.364338	0.580330	87.183099	79.802956	
3.311061	1.032580	0.050000	0.377996	0.552217	86.126761	79.310345	
3.207802	1.042228	0.050000	0.373111	0.531876	87.112676	80.788177	
3.536268	1.049941	0.050000	0.360469	0.533681	86.408451	80.295566	
3.371838	1.083775	0.050000	0.367973	0.571803	86.338028	80.295567	
3.345624	1.201852	0.050000	0.352209	0.513034	88.098592	82.758621	
3.218122	1.090681	0.050000	0.350596	0.544919	87.253521	80.788177	
3.471978	1.067803	0.050000	0.369867	0.535034	86.690141	81.280788	
3.293624	1.080850	0.050000	0.378862	0.548649	86.901408	79.802956	
3.445629	1.068470	0.050000	0.358517	0.568380	87.394366	81.280788	
3.474591	1.066898	0.050000	0.331470	0.567314	89.014085	80.295567	
3.459028	1.123293	0.050000	0.349854	0.571455	87.042254	80.295567	
3.360811	1.011817	0.050000	0.347422	0.591019	88.239437	79.310345	
3.421894	1.055382	0.050000	0.348916	0.564203	87.535211	81.773399	
3.537480	1.038081	0.050000	0.340554	0.594479	86.760563	80.295567	
3.303727	1.103675	0.050000	0.342914	0.536115	88.098592	82.266010	
3.327564	0.989241	0.050000	0.358273	0.527846	86.690141	81.280788	
3.357649	1.098895	0.050000	0.343887	0.511688	87.746479	84.236453	
3.396445	1.038522	0.050000	0.316809	0.534108	88.732394	83.251231	
3.429353	0.990260	0.050000	0.349370	0.540319	87.253521	81.773399	
3.179461	0.990774	0.050000	0.342264	0.497321	87.887324	82.266010	
3.237012	1.007966	0.050000	0.328299	0.509005	88.450704	81.773399	
3.251615	1.147078	0.050000	0.321272	0.544004	88.802817	80.788177	
3.273421	1.033309	0.050000	0.324043	0.587952	88.661972	79.802956	
3.524752	1.000781	0.050000	0.331234	0.521899	88.521127	79.802956	
3.565881	1.034706	0.050000	0.335367	0.559889	88.450704	79.802956	
3.171289	1.051813	0.050000	0.324755	0.592839	89.084507	78.817734	
3.547828	1.053944	0.050000	0.341854	0.533415	87.887324	79.310345	
3.584721	1.096798	0.050000	0.314022	0.504342	88.661972	83.743842	
3.483654	1.066963	0.050000	0.324759	0.541466	89.014085	82.266010	
3.111493	1.080436	0.050000	0.327955	0.546802	87.676056	80.788177	
3.155878	1.011352	0.050000	0.315886	0.543229	88.450704	77.339901	
3.172830	0.997067	0.050000	0.305491	0.586905	88.943662	79.310345	
3.228715	0.995858	0.050000	0.340805	0.515266	87.323944	81.773399	
3.265843	0.986691	0.050000	0.312905	0.550029	88.943662	80.788177	
3.329699	1.012035	0.050000	0.312498	0.531999	89.154930	81.773399	
3.179319	1.010035	0.050000	0.306514	0.543313	89.507042	80.295567	
3.440248	1.087806	0.050000	0.306994	0.605658	89.647887	78.325123	
3.385253	1.042521	0.050000	0.298384	0.525685	89.014085	82.266010	
3.502621	1.049575	0.050000	0.309966	0.577384	88.591549	79.802956	
3.525728	0.996181	0.050000	0.309458	0.549598	88.732394	78.817734	
3.287830	1.118321	0.050000	0.314810	0.594192	89.014085	79.802956	
3.440078	1.044589	0.050000	0.316480	0.543249	89.718310	80.788177	
3.382244	1.086969	0.050000	0.306979	0.528817	89.859155	80.788177	
3.502488	1.041072	0.050000	0.305895	0.538518	89.295775	81.280788	
3.370783	0.999026	0.050000	0.311972	0.620914	88.873239	74.876847	
3.183714	0.962670	0.050000	0.295340	0.558071	89.929577	79.310345	
3.240838	1.028814	0.050000	0.289944	0.526528	89.507042	81.280788	
3.352793	0.999110	0.050000	0.308150	0.507378	88.943662	83.743842	
3.457053	1.047586	0.005000	0.281756	0.492203	89.859155	82.758621	
3.568671	1.009286	0.005000	0.295726	0.509852	89.154930	80.788177	
3.256893	1.023814	0.005000	0.315167	0.506713	88.873239	83.743842	
3.206323	1.006845	0.005000	0.290287	0.523346	89.507042	80.788177	
3.418857	0.997405	0.005000	0.280005	0.528548	90.845070	79.802956	
3.312111	1.016872	0.005000	0.303192	0.532878	89.225352	80.295567	
3.128881	1.034456	0.005000	0.297040	0.549159	89.507042	79.802956	
3.538697	1.129256	0.005000	0.284246	0.541891	90.140845	81.280788	
3.335222	1.022621	0.005000	0.284331	0.546804	89.154930	80.295567	
3.255197	1.004608	0.005000	0.287850	0.543182	90.774648	79.802956	
3.372391	1.030737	0.005000	0.283684	0.539049	89.577465	81.280788	
3.463286	1.075716	0.005000	0.273503	0.536662	90.281690	80.788177	
3.414873	1.114429	0.005000	0.290774	0.534084	90.281690	80.788177	
3.391022	1.096169	0.005000	0.277897	0.536519	89.788732	80.295567	
3.448368	1.090424	0.005000	0.271496	0.531280	89.436620	80.788177	
3.385929	1.045241	0.005000	0.277762	0.526682	90.070423	81.280788	
3.254472	1.017994	0.005000	0.293285	0.524586	89.507042	80.295567	
3.437317	1.030386	0.005000	0.278390	0.514506	90.704225	81.773399	
3.467096	1.018312	0.005000	0.294362	0.506056	88.802817	82.266010	
3.365572	1.085525	0.005000	0.285256	0.514951	90.563380	83.743842	
3.463287	1.034775	0.005000	0.280509	0.520566	89.577465	81.773399	
3.363236	1.078496	0.005000	0.288718	0.531821	88.873239	81.280788	
3.428503	1.032636	0.005000	0.284494	0.539884	89.295775	80.295567	
3.332379	1.157916	0.005000	0.279809	0.535426	90.281690	80.788177	
3.286811	1.011799	0.005000	0.276064	0.530488	90.774648	81.280788	
3.384395	1.049041	0.005000	0.283299	0.524589	89.859155	82.266010	
3.395493	0.982227	0.005000	0.267263	0.525024	90.492958	80.295567	
3.532592	0.984363	0.005000	0.251690	0.522446	91.056338	80.788177	
3.305060	1.049160	0.005000	0.259461	0.517273	91.549296	80.295567	
3.192506	1.100459	0.005000	0.271825	0.528640	90.492958	82.266010	
3.437919	1.053666	0.005000	0.263407	0.530384	90.774648	81.773399	
3.474095	1.086971	0.005000	0.258611	0.528347	90.985915	79.310345	
3.413517	1.050931	0.005000	0.277187	0.520514	90.422535	82.266010	
3.464710	1.164047	0.005000	0.271072	0.537708	90.422535	80.295567	
3.160213	1.014614	0.005000	0.250598	0.536345	91.338028	81.773399	
3.362157	1.031966	0.005000	0.269272	0.538207	90.985915	80.788177	
3.215873	1.015906	0.005000	0.267931	0.530338	90.070423	80.788177	
3.414751	1.109586	0.005000	0.277885	0.519365	89.647887	80.295567	
3.501894	1.046226	0.005000	0.271228	0.533118	90.211268	80.295567	
3.338934	1.009450	0.005000	0.277941	0.535866	89.929577	80.295567	
3.335185	0.995327	0.005000	0.278150	0.539144	90.352113	79.310345	
3.259229	1.002334	0.005000	0.268005	0.545735	90.140845	79.310345	
3.172406	1.011253	0.005000	0.261611	0.533579	90.281690	80.788177	
3.234700	1.018300	0.005000	0.277735	0.526917	90.422535	81.280788	
3.385181	1.126148	0.005000	0.271950	0.530117	90.140845	80.295567	
3.317701	1.037379	0.005000	0.268601	0.531875	90.915493	81.280788	
3.596412	1.214446	0.005000	0.269940	0.530896	91.197183	80.788177	
3.614579	1.060012	0.005000	0.276243	0.518433	89.718310	81.280788	
3.265525	1.008662	0.005000	0.264734	0.529090	90.352113	79.802956	
3.503639	1.040544	0.005000	0.277020	0.522268	90.422535	81.280788	
3.434786	1.003284	0.005000	0.286182	0.524324	90.140845	81.280788	
3.371462	1.032793	0.005000	0.266776	0.520978	90.633803	80.788177	
3.411743	1.128640	0.005000	0.284166	0.526457	89.788732	79.802956	
3.457189	1.040529	0.005000	0.276284	0.530617	90.070423	79.802956	
3.293698	0.991235	0.005000	0.271715	0.528062	90.422535	80.788177	
3.157139	0.970049	0.005000	0.271839	0.539398	90.211268	80.295567	
3.226806	1.041191	0.005000	0.281941	0.536146	89.577465	80.295567	
3.201467	1.077302	0.005000	0.258375	0.529276	90.845070	81.280788	
3.518254	1.024390	0.005000	0.281323	0.531841	90.211268	80.295567	
